,"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambdas (lambda),lambdas (gamma),lambda (lambda),lambda (gamma),"lambda (lambda, not smooth)","lambda (gamma, not smooth)","wlogs (lambda), K","wlogs (gamma), K","wlog (lambda), K","wlog (gamma), K","w2s (lambda), K","w2s (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
438,37.07027621,0.06318353,0.06306019,0.00340885,0.00340220,3.16015625,3.16015625,4.57812500,4.57812500,0.00712954,0.00711536,250.50000000,250.50000000,3015.32008988,3009.32225247,750.69450530,750.67226529,46.07177734,46.07177734,117.60925664,117.60656400
439,37.17712589,0.05453806,0.05446554,0.00293396,0.00293006,3.16406250,3.16406250,4.57812500,4.57812500,0.00613867,0.00613029,252.50000000,252.50000000,2610.23251836,2606.66534299,752.70017961,752.67401452,46.49098714,46.49098714,118.23740583,118.23423231
440,37.18469429,0.11671820,0.11687136,0.00627775,0.00628599,3.16601562,3.16601562,4.58203125,4.58203125,0.01313521,0.01315196,254.50000000,254.50000000,5587.35796407,5594.48250862,754.43209960,754.40363034,46.85923258,46.85923258,118.75555201,118.75209362
441,37.26929724,0.00688500,0.00690147,0.00036947,0.00037036,3.17382812,3.17382812,4.58984375,4.58984375,0.00077330,0.00077512,257.50000000,257.50000000,330.33843155,331.11638871,758.12607848,758.10244689,47.46398926,47.46398926,119.83252184,119.82964181
442,37.26929724,0.00688500,0.00690147,0.00036947,0.00037036,3.17382812,3.17382812,4.58984375,4.58984375,0.00077330,0.00077512,257.50000000,257.50000000,330.33843155,331.11638871,758.34391228,758.32080043,47.46398926,47.46398926,119.85906973,119.85625304
443,37.55972902,0.08782068,0.08796172,0.00467632,0.00468383,3.17382812,3.17382812,4.58984375,4.58984375,0.00979758,0.00981295,257.50000000,257.50000000,4246.42009855,4253.08250333,758.56168354,758.53909112,47.46398926,47.46398926,119.88560999,119.88285660
444,37.66131082,0.04315351,0.04313794,0.00229166,0.00229084,3.17773438,3.17773438,4.59375000,4.59375000,0.00480310,0.00480119,260.50000000,260.50000000,2092.25799279,2091.42571475,761.35553313,761.33739910,48.01696777,48.01696777,120.72904421,120.72682923
445,37.69707253,0.07164049,0.07168180,0.00380085,0.00380304,3.18164062,3.18164062,4.59765625,4.59765625,0.00796722,0.00797151,261.50000000,261.50000000,3476.72150969,3478.59733257,762.72833029,762.70968329,48.28109741,48.28109741,121.29504929,121.29276448
446,37.76046974,0.03711247,0.03706241,0.00196568,0.00196303,3.18554688,3.18554688,4.60156250,4.60156250,0.00412131,0.00411560,263.50000000,263.50000000,1804.10143061,1801.60120437,765.00407014,764.98670466,48.62355550,48.62355550,121.81108239,121.80895262
447,37.88723157,0.06706482,0.06700333,0.00354023,0.00353699,3.18750000,3.18750000,4.60156250,4.60156250,0.00742590,0.00741881,264.50000000,264.50000000,3271.08156289,3267.96109418,766.18230778,766.16333736,48.83499146,48.83499146,122.22185377,122.21952418
