"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambda (lambda),lambda (gamma),"wlog (lambda), K","wlog (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
42.77184916,0.40106832,0.40106832,3.16314769,3.16314769,539.00000000,539.00000000,967.00000000,967.00000000,99.17286682,99.17286682,174.70128708,174.70128708
42.84116982,0.38608034,0.38608034,3.16439700,3.16439700,540.50000000,540.50000000,968.00000000,968.00000000,99.46526337,99.46526337,175.05986249,175.05986249
42.91049048,0.36424844,0.36424844,3.16557384,3.16557384,542.00000000,542.00000000,968.50000000,968.50000000,99.75681305,99.75681305,175.34956528,175.34956528
42.97981115,0.33733776,0.33733776,3.16666198,3.16666198,543.50000000,543.50000000,969.50000000,969.50000000,100.04724884,100.04724884,175.69770434,175.69770434
43.04913181,0.30756550,0.30756550,3.16765261,3.16765261,544.50000000,544.50000000,970.00000000,970.00000000,100.28124237,100.28124237,175.94295630,175.94295630
43.11845247,0.27720197,0.27720197,3.16854382,3.16854382,546.00000000,546.00000000,970.50000000,970.50000000,100.56924438,100.56924438,176.21428953,176.21428953
43.18777314,0.24834727,0.24834727,3.16934109,3.16934109,547.00000000,547.00000000,971.00000000,971.00000000,100.74552155,100.74552155,176.41588061,176.41588061
43.25709380,0.22249120,0.22249120,3.17005420,3.17005420,547.50000000,547.50000000,971.50000000,971.50000000,100.86545563,100.86545563,176.58109564,176.58109564
43.32641446,0.20057130,0.20057130,3.17069602,3.17069602,548.50000000,548.50000000,972.00000000,972.00000000,101.03973389,101.03973389,176.77404694,176.77404694
43.39573513,0.18292961,0.18292961,3.17128038,3.17128038,549.50000000,549.50000000,972.50000000,972.50000000,101.21328735,101.21328735,176.89835039,176.89835039
43.46505579,0.16941932,0.16941932,3.17182088,3.17182088,550.00000000,550.00000000,972.50000000,972.50000000,101.33100891,101.33100891,177.05406082,177.05406082
43.53437645,0.15955913,0.15955913,3.17232895,3.17232895,550.50000000,550.50000000,973.00000000,973.00000000,101.44828796,101.44828796,177.20792461,177.20792461
43.60369712,0.15269308,0.15269308,3.17281437,3.17281437,551.50000000,551.50000000,973.50000000,973.50000000,101.62058258,101.62058258,177.39143227,177.39143227
43.67301778,0.14812526,0.14812526,3.17328477,3.17328477,552.00000000,552.00000000,974.00000000,974.00000000,101.73741913,101.73741913,177.54304576,177.54304576
43.74233844,0.14521389,0.14521389,3.17374492,3.17374492,552.50000000,552.50000000,974.00000000,974.00000000,101.79879761,101.79879761,177.53170759,177.53170759
43.81165910,0.14342287,0.14342287,3.17419887,3.17419887,553.00000000,553.00000000,974.50000000,974.50000000,101.91542053,101.91542053,177.68214209,177.68214209
43.88097977,0.14233854,0.14233854,3.17464852,3.17464852,553.50000000,553.50000000,974.50000000,974.50000000,102.03200531,102.03200531,177.83222605,177.83222605
43.95030043,0.14166313,0.14166313,3.17509532,3.17509532,554.00000000,554.00000000,975.00000000,975.00000000,102.09325409,102.09325409,177.88569044,177.88569044
44.01962109,0.14119630,0.14119630,3.17554021,3.17554021,555.00000000,555.00000000,975.50000000,975.50000000,102.32041931,102.32041931,178.16186147,178.16186147
44.08894176,0.14080507,0.14080507,3.17598295,3.17598295,555.50000000,555.50000000,975.50000000,975.50000000,102.38160706,102.38160706,178.14858971,178.14858971
44.15826242,0.14043183,0.14043183,3.17642379,3.17642379,556.00000000,556.00000000,976.00000000,976.00000000,102.49810028,102.49810028,178.36381048,178.36381048
44.22758308,0.14004642,0.14004642,3.17686272,3.17686272,556.50000000,556.50000000,976.00000000,976.00000000,102.61462402,102.61462402,178.44631070,178.44631070
