"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambdas (lambda),lambdas (gamma),lambda (lambda),lambda (gamma),"lambda (lambda, not smooth)","lambda (gamma, not smooth)","wlogs (lambda), K","wlogs (gamma), K","wlog (lambda), K","wlog (gamma), K","w2s (lambda), K","w2s (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
54.31401392,0.04331885,0.04319663,0.00159513,0.00159063,2.83593750,2.83593750,9.39062500,9.39062500,0.00430936,0.00429712,536.50000000,536.50000000,3722.52658714,3711.95034082,1027.59086770,1027.59750974,94.08833822,94.08833822,163.31459683,163.31526842
54.33931512,0.04794394,0.04788815,0.00176461,0.00176256,2.83789062,2.83789062,9.39062500,9.39062500,0.00476753,0.00476188,538.50000000,538.50000000,4121.89427251,4117.01589244,1029.40056245,1029.40205574,94.54864502,94.54864502,164.00557715,164.00572861
54.38858877,0.02738280,0.02740199,0.00100693,0.00100764,2.83984375,2.83984375,9.39843750,9.39843750,0.00272078,0.00272263,541.00000000,541.00000000,2356.32186034,2357.92624806,1031.40070401,1031.39982948,94.98758952,94.98758952,164.62020104,164.62011227
54.44507409,0.02632581,0.02641010,0.00096706,0.00097016,2.83984375,2.83984375,9.39843750,9.39843750,0.00261339,0.00262170,543.00000000,543.00000000,2267.71941844,2274.93516802,1032.54236431,1032.54226766,95.33874512,95.33874512,164.95761066,164.95760085
54.45719886,0.03501846,0.03489291,0.00128609,0.00128148,2.84179688,2.84179688,9.39843750,9.39843750,0.00347564,0.00346311,543.00000000,543.00000000,3017.18050467,3006.30364500,1033.63990515,1033.64329905,95.39398193,95.39398193,165.21500761,165.21535268
54.58305746,0.03754871,0.03743255,0.00137584,0.00137158,2.84375000,2.84375000,9.39843750,9.39843750,0.00371927,0.00370769,545.00000000,545.00000000,3242.66333463,3232.56742519,1035.09836925,1035.09650435,95.74534098,95.74534098,165.63292686,165.63273706
54.59009617,0.03619294,0.03623758,0.00132599,0.00132762,2.84375000,2.84375000,9.39843750,9.39843750,0.00358457,0.00358892,547.00000000,547.00000000,3125.98402800,3129.77692408,1036.66354106,1036.65680953,96.09670003,96.09670003,166.01346111,166.01277603
54.61408045,0.03947591,0.03952685,0.00144563,0.00144750,2.84570312,2.84570312,9.39843750,9.39843750,0.00390822,0.00391319,549.50000000,549.50000000,3411.03205232,3415.36508354,1038.17016013,1038.16526510,96.53589884,96.53589884,166.44734408,166.44684586
54.77673697,0.01993363,0.01999494,0.00072781,0.00073005,2.84765625,2.84765625,9.39843750,9.39843750,0.00196837,0.00197438,551.50000000,551.50000000,1727.55345156,1732.83220929,1039.81167210,1039.80886838,97.11166382,97.11166382,167.27010010,167.26981380
55.40803906,0.03038522,0.03031135,0.00109678,0.00109411,2.84765625,2.84765625,9.40625000,9.40625000,0.00297055,0.00296327,551.50000000,551.50000000,2663.69244501,2657.16420333,1040.64204551,1040.64178033,97.11166382,97.11166382,167.35489312,167.35486604
